"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  
          0,           0,         362,      -5.345862798,      -1.285198091,      -2.149941844,       3.293097324,               -32
          0,           0,         363,      -5.349101872,      -1.285246141,      -2.150127054,       3.293097082,               -32
          0,           0,         364,      -5.352293253,      -1.285292694,      -2.150286719,       3.293096856,               -32
          0,           0,         365,      -5.355433742,      -1.285339381,      -2.150457311,       3.293096656,               -32
          0,           0,         366,      -5.358452689,      -1.285374142,      -2.150651882,       3.293096891,               -32
          0,           0,         367,      -5.361481198,      -1.285425589,      -2.151175859,       3.293096418,               -32
          0,           0,         368,      -5.364468809,      -1.285465143,      -2.151381219,       3.293096089,               -32
          0,           0,         369,      -5.367396647,      -1.285509239,      -2.151578245,       3.293095857,               -32
          0,           0,         370,       -5.37026317,      -1.285552036,      -2.151744622,       3.293095645,               -32
          0,           0,         371,      -5.373063298,      -1.285594681,      -2.151916241,       3.293095461,               -32
          0,           0,         372,      -5.375795017,      -1.285635924,      -2.152085796,       3.293095291,               -32
          0,           0,         373,      -5.378401725,      -1.285674247,      -2.152311531,       3.293095481,               -32
          0,           0,         374,      -5.380936519,      -1.285713522,      -2.152818831,       3.293095046,               -32
          0,           0,         375,      -5.383419096,      -1.285744418,      -2.153022267,       3.293094752,               -32
          0,           0,         376,      -5.385828516,      -1.285779137,       -2.15320859,       3.293094551,               -32
          0,           0,         377,      -5.388172261,      -1.285813357,      -2.153366367,       3.293094373,               -32
          0,           0,         378,      -5.390446252,      -1.285847813,       -2.15352817,       3.293094222,               -32
          0,           0,         379,      -5.392596301,      -1.285882843,      -2.153699063,       3.293094427,               -32
          0,           0,         380,      -5.394678225,      -1.285915434,      -2.154204681,       3.293094013,               -32
          0,           0,         381,      -5.396712134,      -1.285941703,      -2.154411363,       3.293093733,               -32
          0,           0,         382,      -5.398679624,      -1.285971379,      -2.154591219,       3.293093552,               -32
          0,           0,         383,       -5.40057814,      -1.286000891,      -2.154738273,       3.293093395,               -32
          0,           0,         384,      -5.402399935,      -1.286030768,      -2.154886073,       3.293093267,               -32
          0,           0,         385,      -5.404086152,      -1.286064286,      -2.155013759,        3.29309348,               -32
          0,           0,         386,      -5.405716536,      -1.286092303,      -2.155512326,       3.293093089,               -32
          0,           0,         387,      -5.407292359,      -1.286115412,      -2.155716447,       3.293092828,               -32
          0,           0,         388,      -5.408796384,      -1.286141394,      -2.155886454,       3.293092667,               -32
          0,           0,         389,      -5.410228678,      -1.286167312,      -2.156020196,       3.293092531,               -32
          0,           0,         390,      -5.411608458,      -1.286190647,      -2.156019714,       3.293092479,               -32
          0,           0,         391,      -5.412837386,      -1.286221114,      -2.156029575,       3.293092735,               -32
          0,           0,         392,      -5.414016323,      -1.286244811,      -2.156466246,       3.293092384,               -32
          0,           0,         393,      -5.415134492,      -1.286264304,      -2.156612349,       3.293092166,               -32
          0,           0,         394,      -5.416184668,      -1.286286772,      -2.156729361,       3.293092043,               -32
          0,           0,         395,       -5.41716936,       -1.28630951,      -2.156813118,       3.293091945,               -32
          0,           0,         396,      -5.418078984,      -1.286332705,      -2.156899192,       3.293091875,               -32
          0,           0,         397,      -5.418869875,      -1.286364874,      -2.156932752,       3.293092114,               -32
          0,           0,         398,      -5.419623138,      -1.286387145,      -2.157400561,       3.293091758,               -32
          0,           0,         399,       -5.42031402,      -1.286405263,      -2.157563159,       3.293091543,               -32
          0,           0,         400,      -5.420944304,      -1.286425328,      -2.157684192,       3.293091427,               -32
          0,           0,         401,      -5.421515898,      -1.286445238,      -2.157763717,        3.29309134,               -32
          0,           0,         402,      -5.422027815,       -1.28646529,      -2.157840238,       3.293091282,               -32
          0,           0,         403,      -5.422452065,       -1.28649592,      -2.157838569,       3.293091521,               -32
          0,           0,         404,      -5.422844502,      -1.286514968,       -2.15829793,       3.293091173,               -32
          0,           0,         405,       -5.42318668,      -1.286530351,      -2.158450732,       3.293090972,               -32
          0,           0,         406,      -5.423476614,      -1.286547175,      -2.158556978,       3.293090868,               -32
          0,           0,         407,      -5.423723424,        -1.2865638,       -2.15861781,       3.293090795,               -32
          0,           0,         408,      -5.423925257,      -1.286580465,      -2.158673718,       3.293090752,               -32
          0,           0,         409,      -5.424079263,      -1.286609072,      -2.158627365,       3.293090993,               -32
          0,           0,         410,      -5.424208922,      -1.286625017,      -2.159069993,       3.293090654,               -32
          0,           0,         411,      -5.424295425,      -1.286637687,      -2.159206297,       3.293090466,               -32
          0,           0,         412,      -5.424339649,       -1.28665144,      -2.159293072,       3.293090374,               -32
          0,           0,         413,      -5.424351814,      -1.286664964,       -2.15933197,       3.293090316,               -32
          0,           0,         414,       -5.42433545,      -1.286678458,      -2.159365013,       3.293090286,               -32
          0,           0,         415,      -5.424306128,      -1.286704892,       -2.15927237,        3.29309053,               -32
          0,           0,         416,      -5.424250262,       -1.28671796,      -2.159696416,       3.293090198,               -32
          0,           0,         417,      -5.424157847,       -1.28672808,      -2.159815055,       3.293090024,               -32
          0,           0,         418,      -5.424037955,      -1.286738948,       -2.15988166,       3.293089942,               -32
          0,           0,         419,       -5.42390243,      -1.286749569,      -2.159897783,       3.293089897,               -32
          0,           0,         420,      -5.423750534,      -1.286760083,      -2.159907219,        3.29308988,               -32
          0,           0,         421,      -5.423619858,      -1.286784167,      -2.159769697,       3.293090121,               -32
          0,           0,         422,      -5.423450881,      -1.286794449,      -2.160173915,       3.293089797,               -32
          0,           0,         423,      -5.423253118,      -1.286802183,      -2.160274844,       3.293089637,               -32
          0,           0,         424,      -5.423036401,      -1.286810336,       -2.16032145,       3.293089566,               -32
          0,           0,         425,      -5.422811433,      -1.286818243,      -2.160315635,       3.293089533,               -32
          0,           0,         426,      -5.422579642,      -1.286825854,      -2.160303724,       3.293089519,               -32
          0,           0,         427,       -5.42233947,      -1.286832925,      -2.160282111,       3.293089525,               -32
          0,           0,         428,      -5.422158748,       -1.28685623,      -2.160152698,       3.293089745,               -32
          0,           0,         429,      -5.421927148,       -1.28686374,      -2.160526963,       3.293089429,               -32
          0,           0,         430,      -5.421671385,      -1.286868499,      -2.160599279,       3.293089293,               -32
          0,           0,         431,      -5.421413804,      -1.286873478,      -2.160621051,       3.293089237,               -32
          0,           0,         432,       -5.42115959,      -1.286878086,      -2.160595092,       3.293089213,               -32
          0,           0,         433,      -5.420904559,      -1.286882429,      -2.160563185,       3.293089215,               -32
          0,           0,         434,      -5.420734301,      -1.286902379,      -2.160363962,       3.293089458,               -32
          0,           0,         435,      -5.420497269,      -1.286907505,      -2.160726235,       3.293089139,               -32
          0,           0,         436,       -5.42024235,      -1.286910378,      -2.160787797,       3.293089005,               -32
          0,           0,         437,      -5.419987854,      -1.286913134,      -2.160794656,       3.293088951,               -32
          0,           0,         438,      -5.419747713,      -1.286915711,      -2.160748743,       3.293088941,               -32
          0,           0,         439,      -5.419514008,      -1.286917855,      -2.160697504,       3.293088944,               -32
          0,           0,         440,      -5.419284351,       -1.28691951,      -2.160636609,        3.29308897,               -32
          0,           0,         441,      -5.419200099,      -1.286940213,      -2.160259557,       3.293089143,               -32
          0,           0,         442,      -5.419066391,      -1.286944562,      -2.160675716,       3.293088784,               -32
          0,           0,         443,      -5.418875285,      -1.286947157,       -2.16077228,       3.293088634,               -32
          0,           0,         444,      -5.418670704,      -1.286949465,      -2.160791255,       3.293088571,               -32
          0,           0,         445,      -5.418466706,      -1.286951357,      -2.160745602,        3.29308856,               -32
          0,           0,         446,      -5.418260591,      -1.286952519,      -2.160682265,       3.293088579,               -32
          0,           0,         447,      -5.418057319,      -1.286952934,      -2.160604334,        3.29308862,               -32
          0,           0,         448,      -5.417860433,      -1.286952635,      -2.160525435,       3.293088675,               -32
          0,           0,         449,        -5.4176675,      -1.286951693,      -2.160447028,       3.293088738,               -32
          0,           0,         450,      -5.417629291,      -1.286971029,      -2.160249416,       3.293088902,               -32
          0,           0,         451,      -5.417505495,       -1.28697182,      -2.160574641,       3.293088583,               -32
          0,           0,         452,      -5.417359309,      -1.286970269,      -2.160595735,       3.293088494,               -32
          0,           0,         453,      -5.417226844,      -1.286967987,      -2.160569935,       3.293088473,               -32
          0,           0,         454,      -5.417101541,      -1.286965254,      -2.160495166,         3.2930885,               -32
          0,           0,         455,      -5.416984527,      -1.286961991,      -2.160417214,       3.293088545,               -32
          0,           0,         456,      -5.416875757,       -1.28695834,      -2.160332379,       3.293088605,               -32
          0,           0,         457,      -5.416426886,      -1.286819324,      -2.160073533,       3.293089574,               -32
          0,           0,         458,      -5.416394526,      -1.286824144,      -2.160396747,       3.293089057,               -32
          0,           0,         459,      -5.416340736,      -1.286830543,      -2.160426628,       3.293088858,               -32
          0,           0,         460,      -5.416297247,      -1.286835892,      -2.160405537,       3.293088768,               -32
          0,           0,         461,       -5.41626826,      -1.286839915,      -2.160333308,       3.293088745,               -32
          0,           0,         462,      -5.416244403,      -1.286841973,      -2.160253714,       3.293088754,               -32
          0,           0,         463,      -5.416226363,      -1.286842412,      -2.160166498,       3.293088788,               -32
          0,           0,         464,      -5.416216416,        -1.2868415,      -2.160083143,       3.293088833,               -32
          0,           0,         465,      -5.416427373,      -1.286857151,      -2.159798636,          3.293089,               -32
          0,           0,         466,       -5.41650351,      -1.286856928,      -2.160239459,       3.293088402,               -32
          0,           0,         467,      -5.416541914,      -1.286856339,      -2.160271243,       3.293088288,               -32
          0,           0,         468,       -5.41657069,      -1.286853696,      -2.160248684,       3.293088258,               -32
          0,           0,         469,      -5.416033244,      -1.286678138,      -2.160184733,       3.293089169,               -32
          0,           0,         470,      -5.416092523,       -1.28668489,      -2.160102498,       3.293088965,               -32
          0,           0,         471,      -5.416236029,       -1.28669678,      -2.159809182,       3.293088859,               -32
          0,           0,         472,      -5.416306341,      -1.286708502,       -2.15980757,       3.293088841,               -32
          0,           0,         473,      -5.416355969,      -1.286716377,      -2.159768148,       3.293088864,               -32
          0,           0,         474,      -5.416398522,      -1.286721123,      -2.159706885,       3.293088916,               -32
          0,           0,         475,      -5.416451625,      -1.286723226,      -2.159641478,       3.293088982,               -32
          0,           0,         476,       -5.41672517,      -1.286743008,        -2.1593633,       3.293089093,               -32
          0,           0,         477,      -5.417098893,      -1.286740172,      -2.160353864,       3.293088371,               -32
          0,           0,         478,      -5.417276263,      -1.286734161,      -2.160739675,       3.293088211,               -32
          0,           0,         479,      -5.417313544,      -1.286732493,      -2.160550506,       3.293088216,               -32
          0,           0,         480,      -5.417365184,      -1.286729925,      -2.160356579,        3.29308829,               -32
          0,           0,         481,      -5.416876566,      -1.286549008,      -2.160195031,       3.293089302,               -32
          0,           0,         482,        -5.4169676,      -1.286559313,      -2.160042573,       3.293089121,               -32
          0,           0,         483,      -5.417067693,       -1.28657167,       -2.15992036,       3.293089085,               -32
          0,           0,         484,       -5.41743058,      -1.286598794,      -2.159564351,       3.293089207,               -32
          0,           0,         485,      -5.417790818,      -1.286606493,      -2.160525404,       3.293088456,               -32
          0,           0,         486,      -5.418031296,      -1.286607842,      -2.160892879,       3.293088272,               -32
          0,           0,         487,      -5.418230866,      -1.286604208,      -2.161121319,       3.293088191,               -32
          0,           0,         488,      -5.418396366,      -1.286598565,      -2.161248616,       3.293088191,               -32
          0,           0,         489,      -5.418018607,      -1.286401668,      -2.161336321,       3.293089223,               -32
          0,           0,         490,       -5.41820314,      -1.286413336,      -2.161396445,       3.293088937,               -32
          0,           0,         491,      -5.418371253,      -1.286426063,      -2.161442994,       3.293088844,               -32
          0,           0,         492,      -5.418975906,      -1.286456667,      -2.161154709,       3.293088605,               -32
          0,           0,         493,      -5.419483883,      -1.286467965,      -2.161671717,       3.293087893,               -32
          0,           0,         494,      -5.419712996,      -1.286475275,      -2.161868631,       3.293087703,               -32
          0,           0,         495,       -5.41988189,      -1.286477205,      -2.161989984,       3.293087647,               -32
          0,           0,         496,      -5.419482675,      -1.286275416,      -2.162033948,       3.293088753,               -32
          0,           0,         497,      -5.419603596,      -1.286298318,       -2.16206396,       3.293088422,               -32
          0,           0,         498,       -5.41973364,      -1.286320573,      -2.162076816,       3.293088341,               -32
          0,           0,         499,      -5.420026354,      -1.286336619,      -2.162095446,       3.293088061,               -32
          0,           0,         500,      -5.420146493,      -1.286346737,      -2.162130656,       3.293088099,               -32
          0,           0,         501,      -5.420260397,      -1.286351677,      -2.162145714,       3.293088168,               -32
          0,           0,         502,      -5.420088056,       -1.28615557,      -2.161980597,       3.293089503,               -32
          0,           0,         503,       -5.42056551,      -1.286195091,      -2.162383769,       3.293088379,               -32
          0,           0,         504,      -5.420758564,      -1.286228262,      -2.162477971,       3.293088103,               -32
          0,           0,         505,      -5.420890988,       -1.28624943,      -2.162517213,       3.293088018,               -32
          0,           0,         506,      -5.421010758,      -1.286262362,      -2.162517159,       3.293088046,               -32
          0,           0,         507,      -5.421286029,      -1.286271757,      -2.162553425,        3.29308781,               -32
          0,           0,         508,      -5.421116079,      -1.286043523,      -2.162340057,       3.293089189,               -32
          0,           0,         509,      -5.421259339,      -1.286090393,      -2.162414105,       3.293088689,               -32
          0,           0,         510,      -5.421515822,       -1.28613316,      -2.162490101,       3.293088265,               -32
          0,           0,         511,      -5.421615213,      -1.286161485,      -2.162542358,       3.293088232,               -32
          0,           0,         512,      -5.421687827,      -1.286177828,      -2.162560663,       3.293088283,               -32
          0,           0,         513,      -5.421727601,      -1.286186151,      -2.162553306,       3.293088379,               -32
          0,           0,         514,      -5.422299089,      -1.286216424,      -2.162464139,       3.293088189,               -32
          0,           0,         515,      -5.422013976,      -1.285970784,      -2.162730741,       3.293089226,               -32
          0,           0,         516,      -5.422328488,       -1.28602441,      -2.162849548,       3.293088245,               -32
          0,           0,         517,      -5.422439698,      -1.286068449,      -2.162917469,       3.293088018,               -32
          0,           0,         518,      -5.422489805,      -1.286096293,      -2.162918146,        3.29308801,               -32
          0,           0,         519,       -5.42253518,      -1.286110948,      -2.162905485,       3.293088079,               -32
          0,           0,         520,      -5.422741817,      -1.286122677,      -2.162934172,       3.293087862,               -32
          0,           0,         521,       -5.42288179,      -1.285872098,      -2.162527657,        3.29308964,               -32
          0,           0,         522,      -5.423389772,      -1.285946945,      -2.162869699,       3.293088188,               -32
          0,           0,         523,      -5.423531113,       -1.28600755,      -2.162987525,       3.293087811,               -32
          0,           0,         524,      -5.423720379,       -1.28604338,       -2.16301705,       3.293087441,               -32
          0,           0,         525,      -5.423735773,      -1.286064552,      -2.163076578,       3.293087437,               -32
          0,           0,         526,      -5.423712141,      -1.286074634,       -2.16309139,       3.293087521,               -32
          0,           0,         527,      -5.423792185,      -1.286079377,      -2.163071509,        3.29308738,               -32
          0,           0,         528,      -5.423743915,      -1.286080099,      -2.163091395,       3.293087515,               -32
          0,           0,         529,      -5.423158798,      -1.285801112,      -2.163064319,       3.293089258,               -32
          0,           0,         530,      -5.423297708,      -1.285865383,      -2.163076687,       3.293088319,               -32
          0,           0,         531,      -5.423581341,      -1.285929036,      -2.162884859,       3.293088199,               -32
          0,           0,         532,      -5.423671978,       -1.28596383,      -2.162955762,       3.293087935,               -32
          0,           0,         533,      -5.423628374,      -1.285981815,      -2.163028512,       3.293087966,               -32
          0,           0,         534,      -5.423542872,      -1.285989095,      -2.163050124,       3.293088081,               -32
          0,           0,         535,      -5.423591111,      -1.285993527,      -2.163086626,        3.29308793,               -32
          0,           0,         536,      -5.423495691,      -1.285721655,      -2.162927582,       3.293089745,               -32
          0,           0,         537,      -5.423837667,       -1.28580313,      -2.163249578,       3.293088155,               -32
          0,           0,         538,      -5.423834459,      -1.285866022,      -2.163321503,       3.293087865,               -32
          0,           0,         539,      -5.423908486,       -1.28590106,       -2.16337751,       3.293087523,               -32
          0,           0,         540,      -5.423829813,       -1.28591716,      -2.163399913,       3.293087587,               -32
          0,           0,         541,      -5.423715011,      -1.285921687,      -2.163392611,       3.293087729,               -32
          0,           0,         542,      -5.423754436,      -1.285926071,       -2.16341197,       3.293087576,               -32
          0,           0,         543,      -5.423521255,      -1.285611244,      -2.163156567,         3.2930896,               -32
          0,           0,         544,      -5.423655551,      -1.285707235,      -2.163254984,       3.293088325,               -32
          0,           0,         545,      -5.423594384,      -1.285778317,      -2.163322619,       3.293088159,               -32
          0,           0,         546,      -5.423606459,      -1.285815263,      -2.163348868,       3.293087905,               -32
          0,           0,         547,      -5.423506981,      -1.285830683,      -2.163399992,        3.29308798,               -32
          0,           0,         548,      -5.423483994,      -1.285837543,      -2.163408914,       3.293087846,               -32
          0,           0,         549,      -5.423895181,      -1.285863127,      -2.163278338,       3.293087992,               -32
          0,           0,         550,      -5.424146365,      -1.285868467,      -2.163558744,        3.29308736,               -32
          0,           0,         551,      -5.423591701,      -1.285514278,      -2.163605309,       3.293089476,               -32
          0,           0,         552,      -5.423691751,      -1.285619043,      -2.163675692,       3.293087968,               -32
          0,           0,         553,      -5.423959321,      -1.285708942,      -2.163371236,       3.293087761,               -32
          0,           0,         554,        -5.4240192,      -1.285753151,      -2.163464058,        3.29308746,               -32
          0,           0,         555,       -5.42391108,      -1.285770745,      -2.163535042,       3.293087543,               -32
          0,           0,         556,       -5.42388668,      -1.285778591,      -2.163565331,       3.293087406,               -32
          0,           0,         557,      -5.423733782,      -1.285777338,      -2.163613718,       3.293087576,               -32
          0,           0,         558,      -5.423686166,      -1.285774659,      -2.163623484,       3.293087482,               -32
          0,           0,         559,      -5.423021616,      -1.285398387,       -2.16364649,       3.293089919,               -32
          0,           0,         560,      -5.423055646,      -1.285510891,      -2.163669558,       3.293088393,               -32
          0,           0,         561,      -5.423891503,      -1.285627753,      -2.163311489,       3.293088275,               -32
          0,           0,         562,      -5.424266153,      -1.285678907,      -2.163583371,        3.29308745,               -32
          0,           0,         563,      -5.424310954,      -1.285702542,      -2.163632751,       3.293087101,               -32
          0,           0,         564,      -5.424182063,      -1.285710372,      -2.163751999,        3.29308711,               -32
          0,           0,         565,      -5.424078398,      -1.285711756,      -2.163751104,       3.293086989,               -32
          0,           0,         566,      -5.423855984,      -1.285707082,      -2.163812285,       3.293087148,               -32
          0,           0,         567,      -5.423229417,      -1.285294638,      -2.163792705,       3.293089581,               -32
          0,           0,         568,      -5.423047288,      -1.285425128,      -2.163834629,       3.293088098,               -32
          0,           0,         569,      -5.422965026,      -1.285520504,      -2.163840429,         3.2930877,               -32
          0,           0,         570,       -5.42316849,      -1.285570998,      -2.163583911,       3.293087752,               -32
          0,           0,         571,      -5.423135456,      -1.285592165,      -2.163668303,       3.293087556,               -32
          0,           0,         572,       -5.42300701,       -1.28559814,      -2.163710325,       3.293087455,               -32
          0,           0,         573,      -5.422786463,      -1.285596236,      -2.163805962,        3.29308759,               -32
          0,           0,         574,      -5.422630461,      -1.285590484,      -2.163829215,       3.293087526,               -32
          0,           0,         575,      -5.422373548,      -1.285580763,       -2.16388341,       3.293087721,               -32
          0,           0,         576,      -5.421779004,      -1.285166211,      -2.163899094,       3.293090203,               -32
          0,           0,         577,      -5.422771724,      -1.285342758,      -2.163287827,       3.293088586,               -32
          0,           0,         578,      -5.423116252,      -1.285457213,      -2.163702969,       3.293087571,               -32
          0,           0,         579,      -5.423119407,      -1.285504288,      -2.163835397,       3.293087144,               -32
          0,           0,         580,      -5.423010223,      -1.285519239,      -2.163910744,       3.293086932,               -32
          0,           0,         581,      -5.422775073,      -1.285522311,      -2.164020102,       3.293087046,               -32
          0,           0,         582,      -5.422601483,      -1.285517316,      -2.164037321,       3.293086978,               -32
          0,           0,         583,      -5.422325623,      -1.285507462,      -2.164082854,       3.293087207,               -32
          0,           0,         584,      -5.421689611,      -1.285026862,      -2.164078911,       3.293090172,               -32
          0,           0,         585,      -5.421468696,      -1.285192857,        -2.1640887,       3.293088231,               -32
          0,           0,         586,      -5.421407375,      -1.285311393,      -2.164114772,       3.293087834,               -32
          0,           0,         587,      -5.421723386,      -1.285369015,      -2.163840927,       3.293087607,               -32
          0,           0,         588,      -5.421658284,      -1.285387505,      -2.163929669,       3.293087475,               -32
          0,           0,         589,       -5.42145613,      -1.285389466,      -2.164027729,       3.293087602,               -32
          0,           0,         590,      -5.421322332,      -1.285385105,       -2.16406265,       3.293087536,               -32
          0,           0,         591,       -5.42103521,      -1.285374205,      -2.164092874,       3.293087754,               -32
          0,           0,         592,      -5.420949334,      -1.285366091,      -2.164129348,       3.293087684,               -32
          0,           0,         593,      -5.421171349,      -1.284867321,      -2.164002823,       3.293091118,               -32
          0,           0,         594,      -5.421454393,      -1.285076223,       -2.16425501,       3.293087847,               -32
          0,           0,         595,      -5.421336892,      -1.285219092,       -2.16431643,       3.293087544,               -32
          0,           0,         596,      -5.421261885,      -1.285261796,      -2.164353985,       3.293087191,               -32
          0,           0,         597,      -5.421595755,      -1.285290969,       -2.16400013,       3.293087298,               -32
          0,           0,         598,      -5.421596918,      -1.285301463,      -2.164074437,       3.293087141,               -32
          0,           0,         599,      -5.421510778,      -1.285300268,      -2.164114469,        3.29308708,               -32
          0,           0,         600,       -5.42136738,      -1.285291803,       -2.16413441,        3.29308707,               -32
          0,           0,         601,      -5.421150606,      -1.285278634,      -2.164178046,         3.2930873,               -32
          0,           0,         602,      -5.420523772,       -1.28466121,      -2.164161364,       3.293091246,               -32
          0,           0,         603,      -5.420440952,      -1.284912145,      -2.164233874,       3.293088203,               -32
          0,           0,         604,      -5.420311666,      -1.285075071,      -2.164265221,       3.293087877,               -32
          0,           0,         605,      -5.420576805,      -1.285127648,      -2.163940198,       3.293087918,               -32
          0,           0,         606,      -5.420647879,      -1.285144311,      -2.164043645,       3.293087631,               -32
          0,           0,         607,      -5.420593394,      -1.285147709,      -2.164099357,       3.293087528,               -32
          0,           0,         608,      -5.420416546,      -1.285141965,      -2.164182107,       3.293087749,               -32
          0,           0,         609,      -5.420355733,      -1.285136466,      -2.164218755,       3.293087676,               -32
          0,           0,         610,      -5.420244584,      -1.285126964,       -2.16423348,        3.29308763,               -32
          0,           0,         611,      -5.420124166,      -1.285115429,      -2.164246148,       3.293087611,               -32
          0,           0,         612,      -5.421216887,      -1.285151977,      -2.163615831,       3.293087805,               -32
          0,           0,         613,      -5.421193035,      -1.284475348,      -2.163962239,       3.293091901,               -32
          0,           0,         614,      -5.421439657,      -1.284792945,       -2.16407501,       3.293087494,               -32
          0,           0,         615,      -5.421390264,      -1.284997991,       -2.16415658,        3.29308713,               -32
          0,           0,         616,      -5.421233051,      -1.285036111,      -2.164252272,       3.293087089,               -32
          0,           0,         617,      -5.421163147,      -1.285042372,      -2.164222428,         3.2930869,               -32
          0,           0,         618,      -5.420953909,      -1.285038433,      -2.164297758,       3.293087187,               -32
          0,           0,         619,        -5.4208367,      -1.285031936,      -2.164297141,       3.293087152,               -32
          0,           0,         620,      -5.420688776,      -1.285020617,      -2.164263524,       3.293087159,               -32
          0,           0,         621,      -5.420542883,      -1.285007562,      -2.164233628,       3.293087189,               -32
          0,           0,         622,      -5.420815774,      -1.285008128,      -2.163953187,       3.293087473,               -32
          0,           0,         623,      -5.420879068,      -1.285003282,      -2.164046367,       3.293087244,               -32
          0,           0,         624,      -5.420808154,      -1.284995577,      -2.164080886,       3.293087231,               -32
          0,           0,         625,      -5.420126712,      -1.284181872,      -2.164099299,       3.293093516,               -32
          0,           0,         626,      -5.420244676,      -1.284552345,       -2.16409615,       3.293088069,               -32
          0,           0,         627,      -5.420111135,      -1.284793968,      -2.164166932,       3.293087915,               -32
          0,           0,         628,      -5.419976767,       -1.28481629,      -2.164213862,       3.293087871,               -32
          0,           0,         629,      -5.419880721,       -1.28482935,      -2.164212332,       3.293087834,               -32
          0,           0,         630,      -5.421263456,      -1.284880482,      -2.163661257,       3.293087588,               -32
          0,           0,         631,      -5.421662639,        -1.2848976,      -2.163943815,       3.293086962,               -32
          0,           0,         632,      -5.421765263,      -1.284906345,      -2.163922768,        3.29308662,               -32
          0,           0,         633,      -5.421693326,      -1.284900732,      -2.164129178,        3.29308676,               -32
          0,           0,         634,      -5.421566281,      -1.284894455,      -2.164132478,       3.293086751,               -32
          0,           0,         635,      -5.421494293,      -1.284882807,      -2.164025094,       3.293086621,               -32
          0,           0,         636,      -5.421330151,      -1.284867234,      -2.164169147,       3.293086939,               -32
          0,           0,         637,      -5.420562906,      -1.283806209,      -2.164081517,       3.293095385,               -32
          0,           0,         638,       -5.42074347,      -1.284342524,      -2.163910718,       3.293087334,               -32
          0,           0,         639,      -5.421021346,      -1.284694451,      -2.163804077,       3.293087891,               -32
          0,           0,         640,      -5.421209686,      -1.284699514,      -2.163720073,       3.293087125,               -32
          0,           0,         641,      -5.421177523,      -1.284726287,      -2.163804807,       3.293087251,               -32
          0,           0,         642,      -5.421065676,      -1.284710953,      -2.163950593,       3.293087447,               -32
          0,           0,         643,      -5.420964778,      -1.284704391,      -2.163958183,       3.293087474,               -32
          0,           0,         644,      -5.420923034,      -1.284693289,      -2.163891503,       3.293087327,               -32
          0,           0,         645,      -5.420777599,      -1.284676756,      -2.163995614,       3.293087656,               -32
          0,           0,         646,      -5.420663246,      -1.284662623,      -2.163988177,       3.293087647,               -32
          0,           0,         647,      -5.420597061,      -1.284652964,      -2.163956198,       3.293087499,               -32
          0,           0,         648,      -5.420942316,      -1.284651572,      -2.163737682,       3.293087806,               -32
          0,           0,         649,       -5.42113053,      -1.284652833,      -2.163725397,       3.293087584,               -32
          0,           0,         650,      -5.421160356,      -1.284648137,      -2.163801975,       3.293087517,               -32
          0,           0,         651,       -5.42114744,      -1.284638042,      -2.163846373,       3.293087488,               -32
          0,           0,         652,      -5.421063022,      -1.284621018,      -2.163933942,       3.293087755,               -32
          0,           0,         653,      -5.421039042,      -1.284611096,      -2.163915647,       3.293087589,               -32
          0,           0,         654,      -5.420319471,      -1.283343271,      -2.163822793,       3.293098936,               -32
          0,           0,         655,      -5.421032199,      -1.283927508,      -2.163358676,       3.293088025,               -32
          0,           0,         656,      -5.421117164,       -1.28449011,      -2.163698905,       3.293088799,               -32
          0,           0,         657,      -5.421274027,      -1.284417368,      -2.163763027,       3.293087478,               -32
          0,           0,         658,      -5.421207431,      -1.284481309,      -2.163818566,       3.293087997,               -32
          0,           0,         659,      -5.421183723,      -1.284437726,      -2.163883938,       3.293087837,               -32
          0,           0,         660,      -5.421162938,      -1.284453744,      -2.163888323,       3.293087883,               -32
          0,           0,         661,      -5.421122407,      -1.284434102,      -2.163921321,       3.293087742,               -32
          0,           0,         662,      -5.422061448,      -1.284468332,      -2.163704719,        3.29308808,               -32
          0,           0,         663,      -5.422395178,      -1.284481306,       -2.16396513,       3.293087197,               -32
          0,           0,         664,       -5.42242042,      -1.284491416,       -2.16400063,       3.293086994,               -32
          0,           0,         665,      -5.422389026,      -1.284488225,      -2.163983167,       3.293086891,               -32
          0,           0,         666,      -5.422293149,       -1.28448194,      -2.163919592,       3.293086916,               -32
          0,           0,         667,      -5.422820309,      -1.284481276,      -2.163524865,       3.293086988,               -32
          0,           0,         668,      -5.423005945,      -1.284486252,      -2.163467029,       3.293086796,               -32
          0,           0,         669,      -5.423012707,       -1.28448186,      -2.163524184,       3.293086815,               -32
          0,           0,         670,      -5.422982844,      -1.284470291,      -2.163530945,       3.293086874,               -32
          0,           0,         671,      -5.422900883,      -1.284453508,      -2.163576322,       3.293087178,               -32
          0,           0,         672,      -5.422926029,      -1.284441233,      -2.163505835,       3.293087057,               -32
          0,           0,         673,      -5.422800404,      -1.284420793,      -2.163565681,       3.293087393,               -32
          0,           0,         674,      -5.422949244,      -1.284377913,      -2.163472725,       3.293087609,               -32
          0,           0,         675,      -5.422917331,      -1.284351281,      -2.163492362,        3.29308753,               -32
          0,           0,         676,      -5.422796973,      -1.284345391,       -2.16348331,       3.293087826,               -32
          0,           0,         677,      -5.422792443,      -1.284336526,      -2.163503833,       3.293087594,               -32
